text,label,label_raw,speaker,image_path
"""Michael Jackson discovered alive at age 65” and will testify against Sean “Diddy” Combs.",Fake,pants-fire,Facebook posts,news_images\Fake_6_1003.jpg
"Vice President Kamala Harris commented on President Joe Biden’s “mental fitness,” saying, “he’s not stable” and “we should all be concerned.”",Fake,pants-fire,Instagram posts,news_images\Fake_6_1004.jpg
Screenshots of documents show a former student of Democratic vice presidential candidate Tim Walz has lodged sexual abuse allegations against him.,Fake,pants-fire,X posts,news_images\Fake_6_1005.jpg
Says former President Donald Trump did not lose the 2020 election.,Fake,pants-fire,JD Vance,news_images\Fake_6_1006.jpg
Journalist Bob Woodward posted on X that Donald Trump wears adult diapers.,Fake,pants-fire,Threads posts,news_images\Fake_6_1007.jpg
La administración de Joe Biden tomó dinero de ayudas de FEMA para usarlo en inmigrantes.,Fake,pants-fire,Instagram posts,news_images\Fake_6_1008.jpg
Says former President Donald Trump posted on Truth Social that former President Barack Obama “was ashamed at how much better of a golfer that I am.”,Fake,pants-fire,Viral image,news_images\Fake_6_1009.jpg
“It has just come out that Democrats in Washington and the Democrat Governor’s Office of North Carolina (Roy Cooper) were blocking people and money from coming into North Carolina.”,Fake,pants-fire,Donald Trump,news_images\Fake_6_1010.jpg
North Carolina’s new voting rules in response to Hurricane Helene amount to “cheating” or “stealing.”,Fake,pants-fire,X posts,news_images\Fake_6_1011.jpg
Says Minnesota Gov. Tim Walz was “banned from future games for flipping off the fans.”,Fake,pants-fire,Threads posts,news_images\Fake_6_1012.jpg
Patents dating back to the 1800s show that people can control the weather.,Fake,pants-fire,Marjorie Taylor Greene,news_images\Fake_6_1013.jpg
"""Los 750 dólares que nuestra generosa administración ha ofrecido a las víctimas del huracán Helene son un PRÉSTAMO! Tienen un año para devolverlo"".",Fake,pants-fire,X posts,news_images\Fake_6_1014.jpg
“FEMA is supposed to help out white people last for the purpose of ‘equity.’ … It’s literally on the FEMA website.”,Fake,pants-fire,Threads posts,news_images\Fake_6_1015.jpg
“They create hurricanes via cloud seeding” and “direct them where they want the Hurricane to go!”,Fake,pants-fire,Facebook posts,news_images\Fake_6_1016.jpg
Taylor Swift “admits to having done immoral things with Diddy in the past to gain fame.”,Fake,pants-fire,Facebook posts,news_images\Fake_6_1017.jpg
Video shows “geoengineering happening” as Hurricane Milton approaches Florida.,Fake,pants-fire,Instagram posts,news_images\Fake_6_1018.jpg
The Biden administration stole $1 billion “from FEMA to use it for illegal migrants. … And FEMA is now busted. They don’t have any money.”,Fake,pants-fire,Donald Trump,news_images\Fake_6_1019.jpg
Hurricane Helene was planned to seize land in North Carolina for lithium mining.,Fake,pants-fire,Social Media,news_images\Fake_7_1020.jpg
"“The $750 from FEMA that Kamala Harris is offering them is actually a loan, not real relief. And that if they don’t pay it back the feds can seize their property.”",Fake,pants-fire,X posts,news_images\Fake_7_1021.jpg
Kamala Harris campaign ad “features a mother expressing regret for not having an abortion.”,Fake,pants-fire,X posts,news_images\Fake_7_1022.jpg
“Breaking: Pete Buttigieg reveals that he is HIV-positive.”,Fake,pants-fire,X posts,news_images\Fake_7_1023.jpg
"Rep. Ruben Gallego is “controlled by the cartels. His own father was a Colombian drug trafficker, and so he’s got links to the cartel.”",Fake,pants-fire,Kari Lake,news_images\Fake_7_1024.jpg
Video shows an Iranian missile attack.,Fake,pants-fire,X posts,news_images\Fake_7_1025.jpg
Video shows “FBI finds human remains at a McDonald’s meat supplier.”,Fake,pants-fire,Instagram posts,news_images\Fake_7_1026.jpg
“Video shows Kamala (Harris) responding to someone talking through her earrings that she allegedly wore during the Trump vs. Harris debate.”,Fake,pants-fire,Viral image,news_images\Fake_7_1027.jpg
“Kamala involved in P-Diddy’s rapes and assaults.”,Fake,pants-fire,Instagram posts,news_images\Fake_7_1028.jpg
Hurricane Helene was the product of intentional weather modification.,Fake,pants-fire,Instagram posts,news_images\Fake_7_1029.jpg
"Vice President Kamala Harris responded, “Next question please,” when asked about the economy during an Aug. 29 CNN interview.",Fake,pants-fire,Social Media,news_images\Fake_7_1030.jpg
“Serena Williams reportedly passes away following tragic car crash in Texas.”,Fake,pants-fire,Facebook posts,news_images\Fake_7_1031.jpg
"Haitians are responsible for the disappearance of 16 cats in Bangor, Maine.",Fake,pants-fire,Instagram posts,news_images\Fake_7_1032.jpg
Video shows Vice President Kamala Harris “hammered.”,Fake,pants-fire,Viral image,news_images\Fake_7_1033.jpg
"""Profesores de la Universidad de Howard confirman: 'Kamala fue la peor estudiante de la historia'"".",Fake,pants-fire,Facebook posts,news_images\Fake_7_1034.jpg
“A staffer reveals that Kamala Harris doesn’t actually own a gun.”,Fake,pants-fire,Instagram posts,news_images\Fake_7_1035.jpg
Video claims to show Donald Trump in an interview with Diddy,Fake,pants-fire,TikTok posts,news_images\Fake_7_1036.jpg
Vice President Kamala Harris’ college professors disparaged her as their “worst student.”,Fake,pants-fire,Facebook posts,news_images\Fake_7_1037.jpg
"“Illegal” Haitians in Springfield, Ohio, are “reportedly killing and eating pets.”",Fake,pants-fire,Bernie Moreno,news_images\Fake_7_1038.jpg
Vice President Kamala Harris is “talking about bringing back the draft.”,Fake,pants-fire,Donald Trump,news_images\Fake_7_1039.jpg
"""ABC elimina a los moderadores del debate David Muir y Linsey Davis"".",Fake,pants-fire,Facebook posts,news_images\Fake_7_1040.jpg
"Este es “vídeo de una inmigrante haitiana que asesinó y se comió al gato de sus vecinos” en Springfield, Ohio.",Fake,pants-fire,X posts,news_images\Fake_7_1041.jpg
The plus in LGBTQ+ includes pedophilia.,Fake,pants-fire,Michele Morrow,news_images\Fake_7_1042.jpg
"The apparent assassination attempt against former President Donald Trump on Sept. 15, 2024, was “staged.”",Fake,pants-fire,X posts,news_images\Fake_7_1043.jpg
"“ABC lost $27M in ad revenue after advertisers pulled ads from the network after the way they hosted the debate"" on Sept. 10.",Fake,pants-fire,Threads posts,news_images\Fake_7_1044.jpg
Former President Donald Trump admitted during the Sept. 10 presidential debate that he “blew up the Nord Stream pipeline.”,Fake,pants-fire,Instagram posts,news_images\Fake_7_1045.jpg
ABC News fired presidential debate moderators David Muir and Linsey Davis.,Fake,pants-fire,Facebook posts,news_images\Fake_7_1046.jpg
Imagen muestra carnet del Partido Comunista de la vicepresidenta Kamala Harris.,Fake,pants-fire,Facebook posts,news_images\Fake_7_1047.jpg
The Minnesota Vikings have denounced Tim Walz: “We don’t suppᴏrt his values.”,Fake,pants-fire,Facebook posts,news_images\Fake_7_1048.jpg
"A Haitian woman was arrested in Springfield, Ohio, for eating a cat.",Fake,pants-fire,Instagram posts,news_images\Fake_7_1049.jpg
